Customer_ID,Age,Employment_Status,Credit_Card_Type,Location,Income,Credit_Score,Credit_Utilization,Missed_Payments,Loan_Balance,Debt_to_Income_Ratio,Account_Tenure,Payment_Risk_Score,Delinquent_Account,ML_Risk_Score,ML_Risk_Tier,Top_Risk_Factor
CUST0209,74,Employed,Business,Chicago,107658,709,0.972726689,5,45776,0.181569505,13,6,0,0.0092,Low Risk,Credit_Utilization
CUST0210,44,Employed,Gold,Phoenix,40934,566,0.584271914,0,8828,0.319732635,7,6,0,0.4527,Medium Risk,Month_5
CUST0211,74,Employed,Student,Los Angeles,58088,701,0.54599089,6,1217,0.255940353,1,5,0,0.0227,Low Risk,Age
CUST0212,69,Retired,Standard,Chicago,149415,618,0.318339574,3,83604,0.404061861,16,6,0,0.0078,Low Risk,Month_3
CUST0213,30,Self-employed,Platinum,Phoenix,84836,776,0.452293311,1,82909,0.313291864,4,4,0,0.0385,Low Risk,Month_5
CUST0214,58,Unemployed,Gold,Los Angeles,97986,792,0.344197231,4,13761,0.383547922,13,6,0,0.1735,Low Risk,Month_6
CUST0215,20,Unemployed,Gold,Los Angeles,166836,600,0.066870954,2,47695,0.269821861,19,3,0,0.0124,Low Risk,Month_2
CUST0216,56,Self-employed,Gold,Houston,191517,781,0.694852444,6,11564,0.273428616,2,4,0,0.0538,Low Risk,Missed_Payments
CUST0217,23,Employed,Student,Los Angeles,38289,682,0.397709889,3,43870,0.449425125,4,8,0,0.0286,Low Risk,Month_2
CUST0218,25,Retired,Standard,Chicago,115497,617,0.347919985,3,92149,0.343633519,15,6,0,0.0804,Low Risk,Month_5
CUST0219,44,Employed,Business,Chicago,72108,339,0.542114007,0,23748,0.228548547,17,5,0,0.242,Low Risk,Month_4
CUST0220,26,Self-employed,Standard,Phoenix,54298,836,0.60249991,0,15424,0.389697444,16,9,0,0.0232,Low Risk,Month_5
CUST0221,54,Employed,Student,Phoenix,187312,825,0.435845033,3,21613,0.246669527,10,7,0,0.1719,Low Risk,Month_2
CUST0222,50,Employed,Gold,Los Angeles,146456,768,0.499479666,1,41743,0.322569814,16,7,1,0.9674,High Risk,Age
CUST0223,68,Unemployed,Platinum,New York,52131,565,0.649237481,2,24851,0.483667463,15,5,0,0.1876,Low Risk,Age
CUST0224,59,Self-employed,Gold,Houston,88963,572,0.427961281,6,41958,0.156871761,1,5,0,0.178,Low Risk,Missed_Payments
CUST0225,61,Unemployed,Business,New York,107658,535,0.560466748,0,98062,0.282421808,3,5,0,0.787,High Risk,Month_6
CUST0226,41,Employed,Platinum,Los Angeles,180983,776,0.168151076,6,14756,0.340827164,6,5,0,0.1304,Low Risk,Credit_Utilization
CUST0227,32,Unemployed,Gold,Los Angeles,20569,823,0.2517362,1,11061,0.376469833,1,8,0,0.1525,Low Risk,Income
CUST0228,71,Self-employed,Platinum,New York,150683,820,0.621107956,6,11308,0.175876609,5,9,0,0.0817,Low Risk,Age
CUST0229,49,Employed,Standard,Houston,107658,753,0.241288272,4,62010,0.146420973,16,7,0,0.0431,Low Risk,Month_5
CUST0230,49,Employed,Student,New York,191615,659,0.546827509,0,73327,0.409074935,6,7,1,0.9797,High Risk,Month_2
CUST0231,41,Self-employed,Gold,Phoenix,165580,629,0.470600244,1,96167,0.227958514,4,5,0,0.2726,Low Risk,Month_3
CUST0232,58,Employed,Business,Chicago,70284,696,0.427106547,1,2882,0.223771749,4,3,1,0.9894,High Risk,Credit_Utilization
CUST0233,69,Retired,Standard,Phoenix,127816,781,0.334307446,2,32588,0.455024967,19,7,0,0.0553,Low Risk,Month_5
CUST0234,66,Self-employed,Gold,Chicago,85390,617,0.681868004,2,11061,0.306970231,15,7,0,0.035,Low Risk,Month_5
CUST0235,66,Employed,Standard,Los Angeles,74101,561,0.845978231,4,42715,0.307623823,18,11,0,0.0079,Low Risk,Age
CUST0236,69,Retired,Business,Houston,127816,345,0.560038433,1,2926,0.282020055,8,7,0,0.0839,Low Risk,Age
CUST0237,29,Self-employed,Gold,New York,178273,363,0.564498143,5,98999,0.177601793,4,8,0,0.0094,Low Risk,Age
CUST0238,56,Employed,Business,Houston,61540,731,0.363533874,1,75777,0.367569695,7,4,1,0.9681,High Risk,Age
CUST0239,19,Employed,Platinum,New York,170576,729,0.260780554,2,29561,0.340945052,8,6,0,0.1716,Low Risk,Month_5
CUST0240,20,Employed,Business,Phoenix,191615,332,0.492052219,5,44439,0.316869133,4,3,0,0.0543,Low Risk,Month_3
CUST0241,66,Unemployed,Platinum,Phoenix,138961,563,0.30525007,0,33772,0.288367696,9,8,0,0.9022,High Risk,Month_3
CUST0242,54,Retired,Gold,New York,114657,522,0.145477974,0,31481,0.270768035,1,7,0,0.0268,Low Risk,Credit_Utilization
CUST0243,66,Employed,Platinum,Houston,76813,749,0.660689162,6,29584,0.391248339,8,3,0,0.0385,Low Risk,Age
CUST0244,73,Employed,Gold,New York,48307,319,0.670433358,3,45776,0.285870694,10,6,0,0.0449,Low Risk,Month_5
CUST0245,34,Unemployed,Gold,Los Angeles,193677,380,0.328232245,2,83604,0.293593896,3,7,0,0.0358,Low Risk,Age
CUST0246,66,Employed,Student,Phoenix,186334,521,0.548792864,3,20052,0.352989315,1,8,0,0.0492,Low Risk,Age
CUST0247,19,Employed,Gold,Los Angeles,74163,623,0.700390454,5,15424,0.320796093,5,7,0,0.719,High Risk,Month_3
CUST0248,19,Self-employed,Platinum,Phoenix,102235,412,0.541005337,2,26649,0.464227606,13,2,1,0.9823,High Risk,Month_5
CUST0249,45,Employed,Student,Phoenix,27763,655,0.261369071,4,52425,0.123863322,0,5,0,0.0246,Low Risk,Income
CUST0250,71,Retired,Student,Chicago,39285,818,0.453421317,1,99620,0.329990744,17,6,0,0.0279,Low Risk,Month_3
CUST0251,40,Employed,Gold,Los Angeles,66991,337,0.765361884,4,23431,0.229439422,6,8,0,0.0607,Low Risk,Month_2
CUST0252,54,Employed,Business,Los Angeles,185883,663,0.549405329,5,95074,0.205791347,0,6,1,0.9769,High Risk,Age
CUST0253,49,Self-employed,Business,Chicago,119185,635,0.607826421,2,31674,0.254293579,0,8,0,0.1489,Low Risk,Month_2
CUST0254,50,Employed,Student,Houston,98042,847,0.568325844,5,90739,0.305467941,0,7,1,0.9828,High Risk,Age
CUST0255,18,Unemployed,Gold,Los Angeles,116042,544,0.328897728,1,30509,0.309906908,3,7,0,0.5293,Medium Risk,Month_5
CUST0256,36,Self-employed,Business,New York,95219,535,0.375830956,0,41594,0.148269378,3,5,0,0.0147,Low Risk,Month_2
CUST0257,19,Unemployed,Gold,Chicago,155734,524,0.567773031,0,3142,0.245891617,17,3,0,0.8673,High Risk,Month_6
CUST0258,70,Self-employed,Gold,Los Angeles,116042,608,0.663374356,5,63443,0.328122155,10,6,1,0.9533,High Risk,Month_6
CUST0259,61,Employed,Student,Houston,109456,354,0.71998099,3,8526,0.212306955,0,7,0,0.1603,Low Risk,Month_2
CUST0260,43,Unemployed,Student,Los Angeles,70284,405,0.328378891,2,10778,0.18852161,9,7,0,0.0968,Low Risk,Month_3
CUST0261,49,Unemployed,Standard,Phoenix,61540,777,0.586624107,2,15171,0.1,8,4,0,0.4955,Medium Risk,Month_2
CUST0262,23,Unemployed,Business,New York,93752,350,0.737408822,0,11942,0.233680655,3,6,0,0.0166,Low Risk,Month_5
CUST0263,49,Self-employed,Business,Chicago,42350,341,0.302583646,6,83022,0.18503708,5,10,0,0.0643,Low Risk,Month_5
CUST0264,72,Employed,Business,Phoenix,97750,414,0.797349427,4,72332,0.201606712,15,8,0,0.0088,Low Risk,Age
CUST0265,21,Employed,Platinum,Houston,142016,445,0.827788165,6,65548,0.27281797,1,5,1,0.9356,High Risk,Missed_Payments
CUST0266,72,Unemployed,Gold,Phoenix,16062,584,1.0,1,92285,0.240017112,17,8,0,0.0239,Low Risk,Age
CUST0267,28,Retired,Student,Phoenix,75692,534,0.546186688,4,48397,0.183376211,9,9,0,0.0521,Low Risk,Age
CUST0268,73,Employed,Business,Houston,158087,669,0.547284935,4,68998,0.1,16,7,0,0.063,Low Risk,Month_3
CUST0269,34,Retired,Standard,Phoenix,53765,736,0.665398878,5,52413,0.330231131,12,7,0,0.01,Low Risk,Month_5
CUST0270,55,Employed,Business,Chicago,198062,766,0.659560535,0,50989,0.375282721,17,8,0,0.0433,Low Risk,Month_2
CUST0271,41,Employed,Gold,Los Angeles,38049,648,0.725273372,6,44016,0.260325502,12,8,0,0.0684,Low Risk,Month_5
CUST0272,22,Unemployed,Gold,Phoenix,166222,762,0.656806636,6,29416,0.27342243,16,8,0,0.0293,Low Risk,Month_2
CUST0273,69,Unemployed,Student,Chicago,107658,423,0.478787618,0,45776,0.300281052,4,10,1,0.9716,High Risk,Employment_Status_Unemployed
CUST0274,51,Self-employed,Platinum,Los Angeles,193031,670,0.744399424,6,80150,0.457878358,10,7,1,0.9751,High Risk,Age
CUST0275,23,Employed,Student,Los Angeles,189358,823,0.28574917,0,2687,0.143229221,6,4,0,0.1575,Low Risk,Age
CUST0276,39,Employed,Business,Phoenix,101188,694,0.501170467,5,23685,0.258551027,9,5,1,0.9597,High Risk,Month_6
CUST0277,28,Unemployed,Standard,Chicago,107658,421,0.812747123,3,77719,0.127802704,16,7,0,0.0218,Low Risk,Month_2
CUST0278,65,Employed,Student,Phoenix,54749,407,0.2499507,4,44439,0.336231846,14,5,0,0.0054,Low Risk,Month_2
CUST0279,33,Unemployed,Platinum,Houston,107658,418,0.364504869,5,37905,0.285604161,17,7,0,0.0409,Low Risk,Month_5
CUST0280,50,Employed,Student,Los Angeles,65990,622,0.634349458,2,99005,0.320299211,18,11,0,0.0631,Low Risk,Account_Tenure
CUST0281,26,Employed,Gold,Phoenix,42350,825,0.578782395,1,46813,0.315312256,1,8,0,0.0169,Low Risk,Month_5
CUST0282,23,Unemployed,Business,Los Angeles,42350,823,0.324994918,3,45776,0.399070825,3,8,1,0.0564,Low Risk,Month_2
CUST0283,33,Employed,Business,Chicago,116570,452,0.416761199,2,50989,0.353813296,2,7,0,0.0671,Low Risk,Month_3
CUST0284,46,Employed,Business,New York,159572,724,0.263843587,4,74433,0.383050796,6,3,1,0.9848,High Risk,Month_1
CUST0285,20,Retired,Business,Phoenix,116570,739,0.696097,6,52331,0.193446531,17,6,0,0.0488,Low Risk,Missed_Payments
CUST0286,37,Employed,Business,Phoenix,190333,700,0.448823728,0,41958,0.419317086,9,4,0,0.1879,Low Risk,Month_2
CUST0287,53,Employed,Business,Los Angeles,32955,482,0.858431182,4,45089,0.227763726,6,9,1,0.9428,High Risk,Age
CUST0288,36,Employed,Standard,Chicago,141131,385,0.516220049,5,63375,0.233513046,7,3,0,0.0862,Low Risk,Month_2
CUST0289,43,Retired,Platinum,Houston,68682,579,0.456051939,1,86965,0.327084258,5,6,0,0.1421,Low Risk,Month_6
CUST0290,20,Self-employed,Business,Chicago,16062,658,0.436635648,5,67673,0.330191826,0,4,0,0.0923,Low Risk,Income
CUST0291,36,Employed,Platinum,Phoenix,107658,836,0.451160033,3,70406,0.19281432,3,6,0,0.0817,Low Risk,Debt_to_Income_Ratio
CUST0292,37,Retired,Business,Houston,155734,315,0.522164219,3,84521,0.282672071,13,9,0,0.0052,Low Risk,Month_5
CUST0293,49,Employed,Student,Chicago,38061,316,1.0,1,95267,0.448823532,16,8,0,0.0167,Low Risk,Month_5
CUST0294,24,Employed,Business,New York,107658,436,0.432228066,2,45595,0.153166344,19,6,0,0.2375,Low Risk,Debt_to_Income_Ratio
CUST0295,69,Employed,Gold,Los Angeles,43251,515,0.438729308,2,52331,0.448521924,17,6,1,0.0522,Low Risk,Month_2
CUST0296,58,Employed,Standard,Chicago,90353,658,0.513118769,3,82714,0.275830155,10,10,0,0.0683,Low Risk,Month_2
CUST0297,50,Self-employed,Student,Chicago,81234,310,0.718054901,3,79552,0.1,13,2,0,0.0206,Low Risk,Month_5
CUST0298,57,Unemployed,Student,New York,19835,793,0.215803088,6,41653,0.163326827,8,6,0,0.0386,Low Risk,Credit_Utilization
CUST0299,56,Retired,Gold,Phoenix,107658,673,0.591018547,0,89660,0.203652246,14,6,1,0.9745,High Risk,Age
CUST0300,35,Employed,Business,Los Angeles,107658,321,0.336514965,6,62342,0.23760707,11,7,0,0.057,Low Risk,Missed_Payments
CUST0301,57,Employed,Standard,Chicago,159188,415,0.610654538,6,52259,0.289528674,9,7,0,0.208,Low Risk,Missed_Payments
CUST0302,18,Self-employed,Student,Houston,70479,834,0.401248012,2,82789,0.1,18,8,0,0.0037,Low Risk,Month_5
CUST0303,28,Employed,Standard,Chicago,119573,700,0.05,1,52217,0.318680439,18,8,0,0.0216,Low Risk,Credit_Utilization
CUST0304,45,Employed,Student,Los Angeles,81234,584,0.573915521,2,9859,0.194490949,5,9,0,0.045,Low Risk,Month_5
CUST0305,74,Employed,Business,Chicago,149415,591,0.572228954,0,52217,0.439052257,19,4,0,0.0072,Low Risk,Month_2
CUST0306,42,Employed,Student,New York,136465,595,0.384183938,5,75316,0.272982328,5,5,0,0.4081,Medium Risk,Month_5
CUST0307,67,Self-employed,Student,Chicago,53494,591,0.372331228,3,12176,0.394284617,7,4,0,0.158,Low Risk,Month_4
CUST0308,40,Retired,Platinum,Chicago,107658,307,0.237725455,3,71588,0.411034898,0,9,0,0.0347,Low Risk,Month_5
CUST0309,48,Retired,Business,Houston,70479,385,0.654619988,0,99005,0.408327324,16,5,1,0.9573,High Risk,Month_6
CUST0310,47,Employed,Gold,New York,90697,682,0.676443156,6,46720,0.243359326,16,7,1,0.9441,High Risk,Month_2
CUST0311,59,Employed,Gold,New York,19835,374,0.324189823,1,82909,0.242079984,14,5,0,0.1149,Low Risk,Month_4
CUST0312,52,Employed,Business,Chicago,176426,320,0.392013108,3,31674,0.27750267,6,10,1,0.9411,High Risk,Age
CUST0313,24,Unemployed,Gold,Houston,194208,321,0.487342176,4,62253,0.363623738,18,4,0,0.4694,Medium Risk,Credit_Score
CUST0314,33,Retired,Business,Chicago,181267,494,0.954173056,6,15938,0.248930473,2,4,0,0.0105,Low Risk,Credit_Utilization
CUST0315,43,Employed,Gold,Chicago,77292,316,0.60902435,3,612,0.288073753,10,8,0,0.3673,Low Risk,Month_3
CUST0316,65,Unemployed,Platinum,Los Angeles,32019,419,0.311316897,4,13355,0.327359382,19,2,0,0.0758,Low Risk,Payment_Risk_Score
CUST0317,74,Employed,Gold,Los Angeles,102235,557,0.560756062,0,10778,0.209510807,18,5,0,0.1364,Low Risk,Month_4
CUST0318,69,Self-employed,Student,Houston,120891,749,0.224661692,0,66118,0.203189171,8,4,1,0.9717,High Risk,Credit_Utilization
CUST0319,66,Retired,Business,Phoenix,33017,625,0.643598062,6,30443,0.284173612,9,7,0,0.0375,Low Risk,Age
CUST0320,19,Employed,Standard,Los Angeles,53765,446,0.835109479,3,86846,0.297417881,1,5,1,0.0142,Low Risk,Age
CUST0321,18,Unemployed,Standard,Phoenix,53513,391,0.835958337,2,82382,0.343388548,0,8,0,0.0143,Low Risk,Month_5
CUST0322,65,Retired,Business,New York,184160,316,0.646978701,4,95303,0.367188657,15,3,0,0.3863,Low Risk,Payment_Risk_Score
CUST0323,29,Employed,Platinum,Los Angeles,70393,715,0.383317529,1,87110,0.190093718,17,8,0,0.0015,Low Risk,Month_5
CUST0324,22,Self-employed,Gold,Los Angeles,193352,471,0.239819649,3,80430,0.218791507,16,2,0,0.0237,Low Risk,Month_5
CUST0325,54,Unemployed,Platinum,Houston,137402,358,0.219958991,1,32615,0.202924771,5,6,0,0.0389,Low Risk,Credit_Utilization
CUST0326,49,Employed,Standard,Phoenix,18709,534,0.05,3,62561,0.44124474,13,8,0,0.0076,Low Risk,Credit_Utilization
CUST0327,72,Employed,Business,Los Angeles,153311,696,0.638771153,2,3081,0.287972941,14,7,0,0.0864,Low Risk,Age
CUST0328,26,Employed,Business,Los Angeles,106267,471,0.479432896,2,43927,0.30161293,13,11,0,0.0401,Low Risk,Month_2
CUST0329,58,Unemployed,Platinum,Houston,179506,461,0.681843233,6,32615,0.305777436,2,6,0,0.0278,Low Risk,Month_2
CUST0330,52,Unemployed,Platinum,Houston,26174,556,0.785606297,6,92183,0.228432999,18,2,0,0.0633,Low Risk,Missed_Payments
CUST0331,36,Employed,Gold,Phoenix,43251,644,0.519981109,2,39259,0.456426952,11,7,0,0.02,Low Risk,Month_2
CUST0332,65,Employed,Student,New York,81234,326,0.529192322,5,17023,0.341102665,1,5,0,0.0912,Low Risk,Month_5
CUST0333,33,Employed,Student,New York,85640,522,0.407135931,2,80150,0.303959053,2,7,0,0.024,Low Risk,Age
CUST0334,20,Employed,Gold,Chicago,67638,498,0.430783117,0,27446,0.189474358,17,5,0,0.5757,Medium Risk,Debt_to_Income_Ratio
CUST0335,37,Employed,Student,Los Angeles,81234,339,0.645693982,0,91557,0.183806751,0,4,1,0.1191,Low Risk,Month_5
CUST0336,41,Retired,Standard,Phoenix,159356,658,0.465124994,5,44449,0.269109247,19,10,0,0.0644,Low Risk,Month_2
CUST0337,71,Employed,Student,Los Angeles,150230,627,0.436198467,4,31316,0.230000821,5,2,1,0.9822,High Risk,Credit_Utilization
CUST0338,73,Self-employed,Gold,Phoenix,120570,820,0.496336628,1,61186,0.193255565,4,6,0,0.0415,Low Risk,Month_2
CUST0339,50,Unemployed,Student,Phoenix,117795,591,0.677266039,3,51016,0.262904198,0,9,1,0.9598,High Risk,Age
CUST0340,41,Self-employed,Business,Phoenix,62295,715,0.361467688,3,86488,0.278357197,18,7,1,0.1584,Low Risk,Month_4
CUST0341,69,Retired,Platinum,Los Angeles,70479,361,0.486694296,5,11308,0.314178542,0,7,0,0.0298,Low Risk,Age
CUST0342,28,Retired,Standard,Houston,166836,495,0.549055568,0,62253,0.249608053,15,8,0,0.0661,Low Risk,Month_2
CUST0343,66,Employed,Business,Los Angeles,18267,541,0.732044381,6,45776,0.199239931,11,6,0,0.0686,Low Risk,Income
CUST0344,25,Employed,Business,Phoenix,118333,486,0.452140645,3,72809,0.202707911,7,3,0,0.0683,Low Risk,Month_5
CUST0345,53,Employed,Gold,Chicago,119573,465,0.356435323,0,89660,0.421297273,15,3,0,0.0909,Low Risk,Month_2
CUST0346,55,Employed,Platinum,New York,136790,655,0.403127811,4,42551,0.174824231,0,5,0,0.1147,Low Risk,Month_5
CUST0347,57,Employed,Platinum,Phoenix,117023,700,0.710611487,1,89537,0.33631823,3,9,0,0.0453,Low Risk,Month_5
CUST0348,37,Retired,Standard,Chicago,112007,416,0.90666106,4,56061,0.351954633,9,3,0,0.1495,Low Risk,Credit_Utilization
CUST0349,52,Self-employed,Gold,Houston,99665,789,0.237248437,5,76567,0.287872452,10,6,0,0.0534,Low Risk,Credit_Utilization
CUST0350,65,Self-employed,Standard,Phoenix,38289,493,0.280939677,2,79013,0.476782906,16,5,0,0.0253,Low Risk,Month_2
CUST0351,42,Self-employed,Student,Chicago,167424,341,0.466240643,2,52259,0.350171899,6,6,1,0.9695,High Risk,Month_6
CUST0352,52,Self-employed,Business,Phoenix,98613,820,0.522191219,2,2200,0.484290305,11,8,0,0.2054,Low Risk,Month_6
CUST0353,42,Employed,Standard,Los Angeles,176426,736,0.657393913,4,47695,0.2348936,6,8,0,0.1831,Low Risk,Month_2
CUST0354,46,Self-employed,Business,Chicago,33017,622,0.321773398,3,86828,0.236605459,11,7,0,0.0522,Low Risk,Month_2
CUST0355,35,Employed,Gold,Los Angeles,52744,700,0.287378193,1,24623,0.352753716,14,5,0,0.1012,Low Risk,Month_3
CUST0356,63,Employed,Student,Los Angeles,149415,385,0.527617431,2,4265,0.273853436,1,6,1,0.0955,Low Risk,Month_5
CUST0357,35,Self-employed,Gold,Chicago,32955,359,0.448319856,5,77348,0.468566542,13,7,1,0.034,Low Risk,Month_3
CUST0358,19,Employed,Student,New York,36677,611,0.6853442,5,11251,0.334170038,12,4,1,0.9729,High Risk,Month_6
CUST0359,71,Unemployed,Student,Chicago,198062,538,0.597471961,2,25807,0.195542578,3,6,0,0.2218,Low Risk,Age
CUST0360,52,Unemployed,Business,New York,137402,617,0.61107587,2,78035,0.126318359,13,6,0,0.1099,Low Risk,Month_4
CUST0361,33,Unemployed,Gold,Phoenix,38524,311,0.479103731,1,68998,0.292176141,13,5,0,0.0185,Low Risk,Month_2
CUST0362,58,Employed,Gold,Phoenix,180421,679,0.971116052,2,53553,0.291087687,15,5,0,0.1577,Low Risk,Month_2
CUST0363,53,Self-employed,Standard,Chicago,107193,316,0.332450404,1,86447,0.331376592,6,11,1,0.9706,High Risk,Age
CUST0364,50,Retired,Gold,Phoenix,21949,682,0.622161967,5,31449,0.421069057,18,5,0,0.0702,Low Risk,Month_5
CUST0365,21,Retired,Standard,Houston,34870,622,0.246062003,2,13761,0.40791133,1,5,0,0.2082,Low Risk,Income
CUST0366,50,Retired,Platinum,Los Angeles,59811,475,0.285306464,4,23125,0.242109897,9,7,0,0.0409,Low Risk,Month_5
CUST0367,31,Employed,Platinum,Los Angeles,42350,389,0.37853088,6,50310,0.17061806,17,6,0,0.1291,Low Risk,Missed_Payments
CUST0368,38,Employed,Platinum,New York,118081,523,0.825864667,4,74288,0.176587886,16,7,0,0.0257,Low Risk,Month_2
CUST0369,65,Employed,Gold,Phoenix,28807,728,0.552778886,5,24670,0.226319829,4,3,0,0.0212,Low Risk,Month_3
CUST0370,37,Employed,Gold,New York,107658,459,0.381904386,1,62561,0.263326845,11,6,0,0.2713,Low Risk,Month_2
CUST0371,73,Unemployed,Standard,Los Angeles,107658,384,0.574887265,4,91970,0.330506214,5,9,0,0.0139,Low Risk,Month_5
CUST0372,25,Unemployed,Student,Los Angeles,90353,643,0.507029576,1,88423,0.21990324,8,8,0,0.0078,Low Risk,Month_5
CUST0373,24,Retired,Standard,Phoenix,42350,664,0.401605326,4,11251,0.328039197,19,5,0,0.1359,Low Risk,Month_5
CUST0374,20,Retired,Platinum,Houston,76813,693,0.220674229,4,85678,0.336204015,0,4,0,0.0098,Low Risk,Credit_Utilization
CUST0375,34,Unemployed,Standard,Houston,101900,648,0.787708497,1,48942,0.314334388,14,10,1,0.0942,Low Risk,Month_2
CUST0376,50,Self-employed,Student,Phoenix,107658,773,0.541963626,3,7468,0.1871377,5,8,0,0.6172,High Risk,Month_5
CUST0377,65,Employed,Gold,Phoenix,107658,781,0.934747675,4,26000,0.346782673,18,2,0,0.0482,Low Risk,Credit_Utilization
CUST0378,29,Employed,Standard,New York,68932,535,0.688064324,2,82909,0.508126963,17,5,0,0.0827,Low Risk,Month_4
CUST0379,68,Employed,Platinum,Phoenix,107658,586,0.610263945,6,27490,0.324589683,5,8,0,0.012,Low Risk,Age
CUST0380,39,Employed,Platinum,Houston,150230,742,0.412959134,5,33472,0.1,12,7,1,0.9481,High Risk,Month_5
CUST0381,72,Unemployed,Gold,Phoenix,100999,823,0.280930887,3,13355,0.424087957,0,5,0,0.0382,Low Risk,Month_4
CUST0382,39,Employed,Standard,New York,88963,310,0.456453803,1,6118,0.229725222,12,4,0,0.8781,High Risk,Credit_Score
CUST0383,63,Unemployed,Student,New York,120616,345,0.275141481,3,98999,0.526571269,6,9,0,0.0445,Low Risk,Age
CUST0384,47,Employed,Gold,New York,61540,414,0.630038076,0,37658,0.311636345,14,7,0,0.2902,Low Risk,Month_2
CUST0385,55,Unemployed,Standard,New York,53756,611,0.8265305,0,94309,0.131529931,11,8,0,0.0377,Low Risk,Month_4
CUST0386,55,Employed,Business,Chicago,109297,806,0.447817547,4,33354,0.1,0,6,0,0.2023,Low Risk,Month_2
CUST0387,62,Employed,Platinum,Phoenix,107658,383,0.688898194,4,48942,0.453974076,14,8,0,0.0253,Low Risk,Month_2
CUST0388,68,Retired,Student,Los Angeles,53304,469,0.362154186,2,31674,0.410590499,3,6,0,0.1433,Low Risk,Income
CUST0389,71,Employed,Student,Phoenix,173427,550,0.439506632,6,3081,0.522601889,12,9,0,0.0614,Low Risk,Month_6
CUST0390,25,Employed,Student,Chicago,140917,725,0.337007203,5,16454,0.301092449,4,9,1,0.0865,Low Risk,Age
CUST0391,44,Self-employed,Platinum,New York,96317,685,0.073373393,3,63375,0.294347012,1,8,0,0.0082,Low Risk,Credit_Utilization
CUST0392,44,Unemployed,Standard,Chicago,93832,459,0.49269333,0,11587,0.261728121,0,6,0,0.3631,Low Risk,Month_6
CUST0393,51,Self-employed,Gold,Houston,31896,834,0.525690348,4,49798,0.234170976,15,6,0,0.0433,Low Risk,Month_2
CUST0394,38,Unemployed,Standard,Houston,107658,622,0.7131722,5,44454,0.260757045,5,5,0,0.0213,Low Risk,Month_2
CUST0395,47,Retired,Gold,Phoenix,70284,528,0.659087651,3,30575,0.321746333,15,5,0,0.0516,Low Risk,Month_5
CUST0396,50,Employed,Student,Phoenix,72043,308,0.66179058,4,45776,0.215609921,13,5,0,0.0721,Low Risk,Month_5
CUST0397,45,Retired,Standard,Los Angeles,183152,656,0.305192755,4,24835,0.133071065,2,4,0,0.0916,Low Risk,Month_4
CUST0398,64,Employed,Student,Los Angeles,170576,337,0.591899461,0,19733,0.315987663,14,8,0,0.0093,Low Risk,Month_2
CUST0399,50,Retired,Business,Houston,198401,523,0.816518793,0,52217,0.21338044,2,8,0,0.1288,Low Risk,Month_2
CUST0400,22,Retired,Student,New York,86726,584,0.57597357,4,60278,0.1,1,4,0,0.0376,Low Risk,Month_5
CUST0401,65,Employed,Student,Chicago,180421,762,0.865718723,1,91557,0.355256739,0,7,0,0.0793,Low Risk,Age
CUST0402,36,Unemployed,Gold,Los Angeles,107658,306,0.903793222,4,55345,0.189194096,8,6,0,0.0061,Low Risk,Month_2
CUST0403,21,Employed,Business,Los Angeles,57318,770,0.446306346,5,3091,0.366178945,8,2,1,0.9915,High Risk,Credit_Utilization
CUST0404,52,Employed,Student,New York,38524,563,0.360612051,4,32207,0.363784811,6,5,0,0.1343,Low Risk,Month_3
CUST0405,66,Retired,Student,New York,161377,380,0.347707567,2,98999,0.328359001,2,5,0,0.0814,Low Risk,Month_5
CUST0406,34,Employed,Business,Phoenix,119573,360,0.196772836,6,90739,0.549681784,17,8,0,0.0107,Low Risk,Credit_Utilization
CUST0407,61,Retired,Business,Chicago,167617,638,0.39631942,2,85780,0.286194815,10,5,0,0.1852,Low Risk,Month_3
CUST0408,45,Employed,Standard,New York,107658,627,0.74153309,2,44303,0.271436043,6,7,0,0.0279,Low Risk,Month_2
CUST0409,47,Self-employed,Gold,Los Angeles,71570,341,0.059192485,1,39582,0.368367242,8,4,0,0.0839,Low Risk,Credit_Utilization
CUST0410,46,Employed,Business,Los Angeles,165580,734,0.29250932,1,1217,0.294455264,0,5,0,0.3186,Low Risk,Month_5
CUST0411,63,Employed,Business,Houston,154487,595,0.474573712,4,89616,0.416049354,13,9,0,0.0146,Low Risk,Month_2
CUST0412,70,Employed,Platinum,New York,130359,835,0.32456296,2,47906,0.173119409,19,7,0,0.02,Low Risk,Month_6
CUST0413,23,Employed,Business,Phoenix,58919,784,0.394542811,1,45776,0.174782555,5,6,0,0.0308,Low Risk,Month_4
CUST0414,52,Retired,Gold,Chicago,109074,401,0.397534065,0,61210,0.376580949,6,7,0,0.239,Low Risk,Month_2
CUST0415,58,Unemployed,Student,Phoenix,152326,474,0.448491956,4,5626,0.183518906,9,6,1,0.9723,High Risk,Month_2
CUST0416,54,Unemployed,Student,Los Angeles,40934,694,0.354109061,5,62561,0.360909861,6,7,0,0.0614,Low Risk,Month_5
CUST0417,41,Unemployed,Student,Phoenix,126888,793,0.337757357,6,63412,0.337000285,1,5,0,0.1151,Low Risk,Missed_Payments
CUST0418,46,Retired,Student,Los Angeles,73243,595,0.686861949,3,62253,0.230551171,3,4,0,0.2516,Low Risk,Loan_Balance
